0.352670,-0.121178,0.185396,255.000000,255.000000,255.000000
-0.130526,-0.189138,0.149582,255.000000,255.000000,255.000000
-0.118028,-0.397027,-0.963839,255.000000,255.000000,255.000000
-0.127729,0.044475,0.634964,255.000000,255.000000,255.000000
-0.491700,-0.264753,0.110124,255.000000,255.000000,255.000000
0.394881,0.010631,-0.949290,255.000000,255.000000,255.000000
-0.449999,0.316470,0.107288,255.000000,255.000000,255.000000
-0.311477,0.120091,0.083902,255.000000,255.000000,255.000000
-0.482108,0.038302,0.189916,255.000000,255.000000,255.000000
0.006258,0.160502,0.264051,255.000000,255.000000,255.000000
0.153627,0.119530,0.267675,255.000000,255.000000,255.000000
-0.339682,0.251056,-0.942313,255.000000,255.000000,255.000000
0.515545,0.282258,0.137547,255.000000,255.000000,255.000000
0.192256,-0.252215,0.053835,255.000000,255.000000,255.000000
-0.070933,0.002902,0.507830,255.000000,255.000000,255.000000
-0.248947,-0.107716,-0.963547,255.000000,255.000000,255.000000
0.229332,0.105683,0.066715,255.000000,255.000000,255.000000
-0.424557,-0.436174,0.196410,255.000000,255.000000,255.000000
-0.509078,0.004255,0.270943,255.000000,255.000000,255.000000
-0.151406,0.254858,-0.986764,255.000000,255.000000,255.000000
-0.003056,0.098837,0.582567,255.000000,255.000000,255.000000
-0.195988,0.124482,0.562539,255.000000,255.000000,255.000000
0.105802,0.162550,0.820940,255.000000,255.000000,255.000000
-0.217308,0.271107,0.092031,255.000000,255.000000,255.000000
-0.340712,-0.046275,0.342908,255.000000,255.000000,255.000000
0.044525,-0.593500,0.124827,255.000000,255.000000,255.000000
-0.574585,0.207318,0.169672,255.000000,255.000000,255.000000
0.655269,-0.129027,0.189464,255.000000,255.000000,255.000000
0.771471,0.195841,0.206128,255.000000,255.000000,255.000000
0.058567,-0.263691,0.626432,255.000000,255.000000,255.000000
-0.068197,-0.060682,0.794154,255.000000,255.000000,255.000000
0.030850,0.372161,0.580649,255.000000,255.000000,255.000000
-0.050597,-0.144182,-0.214870,255.000000,255.000000,255.000000
-0.172721,0.017496,-0.935132,255.000000,255.000000,255.000000
0.363613,-0.113225,0.703687,255.000000,255.000000,255.000000
0.054038,0.193014,0.138038,255.000000,255.000000,255.000000
-0.694479,0.368202,0.147464,255.000000,255.000000,255.000000
-0.678773,0.015945,0.254488,255.000000,255.000000,255.000000
0.087191,-0.130635,0.712148,255.000000,255.000000,255.000000
-0.367119,0.313828,0.118818,255.000000,255.000000,255.000000
-0.082997,0.174698,-0.027691,255.000000,255.000000,255.000000
-0.349820,0.377412,0.287496,255.000000,255.000000,255.000000
0.033987,-0.089459,0.305088,255.000000,255.000000,255.000000
0.215873,0.155015,0.221831,255.000000,255.000000,255.000000
